log.key,page_path_2
campaign_fin/financial_support_2011_datasd.csv,/financial-support-candidates-and-ballot-measures-election/
campaign_fin/financial_support_2012_datasd.csv,/financial-support-candidates-and-ballot-measures-election/
campaign_fin/financial_support_2013_datasd.csv,/financial-support-candidates-and-ballot-measures-election/
campaign_fin/financial_support_2014_datasd.csv,/financial-support-candidates-and-ballot-measures-election/
campaign_fin/financial_support_2015_datasd.csv,/financial-support-candidates-and-ballot-measures-election/
campaign_fin/financial_support_2016_datasd.csv,/financial-support-candidates-and-ballot-measures-election/
campaign_fin/financial_support_2017_datasd.csv,/financial-support-candidates-and-ballot-measures-election/
campaign_fin/financial_support_2018_datasd.csv,/financial-support-candidates-and-ballot-measures-election/
campaign_fin/financial_support_2019_datasd.csv,/financial-support-candidates-and-ballot-measures-election/
campaign_fin/financial_support_datasd.csv,/financial-support-candidates-and-ballot-measures-election/
campaign_fin/financial_support_recipients_datasd_v1.csv,/candidates-and-ballot-measures-election/
capital_budget_FY18_datasd.csv,/capital-budget-fy/
capital_budget_ptd_FY17_datasd.csv,/capital-budget-ptd/
dsd/apps_received_ytd_datasd.csv,/development-permits-set1/
dsd/code_enf_past_3_yr_complaints_datasd.csv,/code-enforcement-violations/
dsd/code_enf_past_3_yr_datasd.csv,/code-enforcement-violations/
dsd/code_enf_past_6_mo_complaints_datasd.csv,/code-enforcement-violations/
dsd/code_enf_past_6_mo_datasd.csv,/code-enforcement-violations/
dsd/dsd_permits_2019_datasd.csv,/development-permits-set1/
dsd/permits_activity_dictionary_datasd.csv,/development-permits-set1/
dsd/permits_completed_2015_datasd.csv,/permits-completed/
dsd/permits_completed_2016_datasd.csv,/permits-completed/
dsd/permits_completed_ytd_datasd.csv,/permits-completed/
dsd/permits_issued_2014_datasd.csv,/permits-issued/
dsd/permits_issued_2015_datasd.csv,/permits-issued/
dsd/permits_issued_2016_datasd.csv,/permits-issued/
dsd/permits_issued_2017_datasd.csv,/permits-issued/
dsd/permits_issued_2018_datasd.csv,/permits-issued/
dsd/permits_issued_ytd_datasd.csv,/permits-issued/
dsd/solar_permits_issued_2014_datasd.csv,/solar-permits/
dsd/solar_permits_issued_2015_datasd.csv,/solar-permits/
dsd/solar_permits_issued_2016_datasd.csv,/solar-permits/
dsd/solar_permits_issued_2018_datasd.csv,/solar-permits/
dsd/solar_permits_issued_ytd_datasd.csv,/solar-permits/
fd_cad/fd_incidents_2007_datasd.csv,/fire-incidents/
fd_cad/fd_incidents_2008_datasd.csv,/fire-incidents/
fd_cad/fd_incidents_2009_datasd.csv,/fire-incidents/
fd_cad/fd_incidents_2010_datasd.csv,/fire-incidents/
fd_cad/fd_incidents_2011_datasd.csv,/fire-incidents/
fd_cad/fd_incidents_2012_datasd.csv,/fire-incidents/
fd_cad/fd_incidents_2013_datasd.csv,/fire-incidents/
fd_cad/fd_incidents_2014_datasd.csv,/fire-incidents/
fd_cad/fd_incidents_2015_datasd.csv,/fire-incidents/
fd_cad/fd_incidents_2016_datasd.csv,/fire-incidents/
fd_cad/fd_incidents_2017_datasd.csv,/fire-incidents/
fd_cad/fd_incidents_2018_datasd.csv,/fire-incidents/
fd_cad/fd_incidents_2019_datasd.csv,/fire-incidents/
fd_cad/fd_incidents_past_12_mo_datasd.csv,/fire-incidents/
fd_cad/fd_problem_nature_agg_datasd.csv,/fire-incident-problem-agg/
fd_cad/fd_problem_nature_dictionary_datasd.csv,/fire-incident-problem-agg/
fd_cad/fire_incidents_dictionary_datasd.csv,/fire-incidents/
fd_incidents_2007_datasd.csv,/fire-incidents/
fd_incidents_2019_datasd.csv,/fire-incidents/
financial_support_2009_datasd.csv,/financial-support-candidates-and-ballot-measures-election/
get__it_done_311/get_it_done_311_pothole_requests_datasd.csv,/gid-pothole/
get_it_done_311_pothole_request_datasd.csv,/gid-pothole/
get_it_done_311_pothole_requests_datasd.csv,/gid-pothole/
get_it_done_311/abandoned_vehicle_requests_dictionary_datasd.csv,/gid-72-hour-violation/
get_it_done_311/get_it_done_2016_requests_datasd.csv,/get-it-done-311/
get_it_done_311/get_it_done_2017_requests_datasd.csv,/get-it-done-311/
get_it_done_311/get_it_done_2018_requests_datasd.csv,/get-it-done-311/
get_it_done_311/get_it_done_2019_requests_datasd.csv,/get-it-done-311/
get_it_done_311/get_it_done_2019_requests_datasd.csvhttp%253A//seshat.datasd.org/get_it_done_311/get_it_done_2019_requests_datasd.csv,/get-it-done-311/
get_it_done_311/get_it_done_311_abandoned_vehicle_requests_datasd.csv,/gid-72-hour-violation/
get_it_done_311/get_it_done_311_graffiti_requests_datasd.csv,/gid-graffiti-removal/
get_it_done_311/get_it_done_311_illegal_dumping_requests_datasd.csv,/gid-illegal-dumping/
get_it_done_311/get_it_done_311_pothole_request_datasd.csv,/gid-pothole/
get_it_done_311/get_it_done_311_pothole_requests_datasd.csv,/gid-pothole/
get_it_done_311/get_it_done_311_pothole_requests_datasd.csv%2B-o%2Bpotholes.csv,/gid-pothole/
get_it_done_311/get_it_done_311_pothole_requests-datasd.csv,/gid-pothole/
get_it_done_311/get_it_done_311_requests_datasd.csv,/get-it-done-311/
get_it_done_311/get_it_done_311_requests_dictionary_datasd.csvhttp%253A//seshat.datasd.org/get_it_done_311/get_it_done_311_requests_dictionary_datasd.csv,/get-it-done-311/
get_it_done_311/get_it_done_72_hour_violation_requests_datasd.csv,/gid-72-hour-violation/
get_it_done_311/get_it_done_gid2016_requests_datasd.csv,/get-it-done-311/
get_it_done_311/get_it_done_graffiti_removal_requests_datasd.csv,/gid-graffiti-removal/
get_it_done_311/get_it_done_illegal_dumping_requests_datasd.csv,/gid-illegal-dumping/
get_it_done_311/get_it_done_pothole_repair_requests_datasd.csv,/gid-pothole/
get_it_done_311/get_it_done_pothole_requests_datasd.csv,/gid-pothole/
get_it_done_311/graffiti_requests_dictionary_datasd.csv,/gid-graffiti-removal/
get_it_done_311/illegal_dumping_requests_dictionary_datasd.csv,/gid-illegal-dumping/
get_it_done_311/potholes_agg_districts_datasd.csv,/gid-pothole/
get_it_done_311/potholes_requests_dictionary_datasd.csv,/gid-pothole/
get_it_done_331/get_it_done_331_pothole_requests_datasd.csv,/gid-pothole/
get_it_done311/get_it_done_311_pothole_requests_datasd.csv,/gid-pothole/
inventory/inventory_datasd.csv,/data-inventory/
operating_budget_FY11_datasd.csv,/operating-budget/
operating_budget_FY19_datasd.csv,/operating-budget/
parking_meters/treas_meters_2015_pole_by_mo_day_datasd.csv,/parking-meters-transactions/
parking_meters/treas_meters_2015_pole_by_month_datasd.csv,/parking-meters-transactions/
parking_meters/treas_meters_2016_pole_by_mo_day_datasd.csv,/parking-meters-transactions/
parking_meters/treas_meters_2016_pole_by_month_datasd.csv,/parking-meters-transactions/
parking_meters/treas_meters_2017_pole_by_mo_day_datasd.csv,/parking-meters-transactions/
parking_meters/treas_meters_2017_pole_by_month_datasd.csv,/parking-meters-transactions/
parking_meters/treas_meters_2018_pole_by_mo_day_datasd.csv,/parking-meters-transactions/
parking_meters/treas_meters_2018_pole_by_month_datasd.csv,/parking-meters-transactions/
parking_meters/treas_meters_2019_pole_by_mo_day_datasd.csv,/parking-meters-transactions/
parking_meters/treas_meters_2019_pole_by_month_datasd.csv,/parking-meters-transactions/
parking_meters/treas_parking_meters_loc_datasd.csv,/parking-meters-transactions/
parking_meters/treas_parking_payments_2015_datasd.csv,/parking-meters-transactions/
parking_meters/treas_parking_payments_2016_datasd.csv,/parking-meters-transactions/
parking_meters/treas_parking_payments_2017_datasd.csv,/parking-meters-transactions/
parking_meters/treas_parking_payments_2018_datasd.csv,/parking-meters-transactions/
parking_meters/treas_parking_payments_2018._datasd.csv,/parking-meters-transactions/
parking_meters/treas_parking_payments_2019_datasd.csv,/parking-meters-transactions/
pd/calls_for_service_dictionary_datasd.csv,/police-calls-for-service/
pd/pd_calls_for_service_2015_datasd.csv,/police-calls-for-service/
pd/pd_calls_for_service_2016_datasd.csv,/police-calls-for-service/
pd/pd_calls_for_service_2017_datasd.csv,/police-calls-for-service/
pd/pd_collisions_datasd.csv,/police-collisions/
pd/pd_ripa_stops_datasd.csv,/police-ripa-stops/
pd/pd_ripa_stops_dictionary_datasd.csv,/police-ripa-stops/
pd/ripa_stops_datasd.csv,/police-ripa-stops/
pd/SDPD_BEATS_datasd.zip,/police-beats/
pd/vehicle_stops_2014_datasd.csv,/police-vehicle-stops/
pd/vehicle_stops_2015_datasd.csv,/police-vehicle-stops/
pd/vehicle_stops_2016_datasd.csv,/police-vehicle-stops/
pd/vehicle_stops_2017_datasd.csv,/police-vehicle-stops/
pd/vehicle_stops_final_datasd.csv,/police-vehicle-stops/
pd/vehicle_stops_search_details_final_datasd.csv,/police-vehicle-stops-search-details/
public_art/public_art_locations_datasd.csv,/public-art/
read/city_property_details_datasd.csv,/city-owned-properties-details/
read/city_property_leases_datasd.csv,/city-owned-properties-leases/
read/city_property_parcels_datasd.csv,/city-owned-properties-parcels/
sd_businesses_2005to2007_datasd.csv,/business-listings/
sde/addrapn/CITY.ADDRAPN_datasd.zip,/address-points-apn/
sde/bike_route/CITY.BIKE_ROUTE_dictionary_datasd.csv,/bike-route-lines/
sde/bike_route/CITY.BIKE_ROUTE_metadata_datasd.csv,/bike-route-lines/
sde/bus_improvement_districts/bids.geojson,/business-improvement-districts/
sde/bus_improvement_districts/CITY.BUS_IMPROVEMENT_DISTRICTS_datasd.zip,/business-improvement-districts/
sde/bus_improvement_districts/CITY.BUS_IMPROVEMENT_DISTRICTS_dictionary_datasd.csv,/business-improvement-districts/
sde/bus_improvement_districts/CITY.BUS_IMPROVEMENT_DISTRICTS_metadata_datasd.csv,/business-improvement-districts/
sde/cmty_plan/CITY.CMTY_PLAN_dictionary_datasd.csv,/community-planning-district-boundaries/
sde/cmty_plan/CITY.CMTY_PLAN_metadata_datasd.csv,/community-planning-district-boundaries/
sde/council/council_districts_metadata_datasd.csv,/city-council-districts/
sde/fire_stations/CITY.FIRE_STATION_datasd.csv,/fire-stations/
sde/fire_stations/CITY.FIRE_STATION_metadata_datasd.csv,/fire-stations/
sde/gp_land_use/CITY.GENERAL_PLAN_LAND_USE_metadata_datasd.csv,/general-plan-land-use/
sde/gp_land_use/land_use_dictionary_datasd.csv,/general-plan-land-use/
sde/library/CITY.LIBRARY_datasd.csv,/library-locations/
sde/library/CITY.LIBRARY_datasd.zip,/library-locations/
sde/library/CITY.LIBRARY_dictionary_datasd.csv,/library-locations/
sde/library/CITY.LIBRARY_metadata_datasd.csv,/library-locations/
sde/parks/CITY.PARKS_datasd.zip,/park-locations/
sde/parks/CITY.PARKS_dictionary_datasd.csv,/park-locations/
sde/parks/CITY.PARKS_metadata_datasd.csv,/park-locations/
sde/transit_routes_gtfs/CITY.TRANSIT_ROUTES_GTFS_datasd.zip,/transit-routes/
sde/transit_routes_gtfs/CITY.TRANSIT_ROUTES_GTFS_metadata_datasd.csv,/transit-routes/
sde/transit_stops_gtfs/CITY.TRANSIT_STOPS_GTFS_datasd.csv,/transit-stops/
sde/transit_stops_gtfs/CITY.TRANSIT_STOPS_GTFS_datasd.zip,/transit-stops/
sde/transit_stops_gtfs/CITY.TRANSIT_STOPS_GTFS_metadata_datasd.csv,/transit-stops/
sde/zoning/CITY.ZONING_SD_datasd.zip,/zoning/
sde/zoning/CITY.ZONING_SD_metadata_datasd.csv,/zoning/
special_events/special_events_list_datasd.csv,/special-events/
special_events/special_events_list_dictionary_datasd.csv,/special-events/
special_events/special_events_listings_dictionary.csv,/special-events/
street_sweeping/routes_all_datasd.csv,/street-sweeping-schedule/
street_sweeping/street_sweeping_datasd.csv,/street-sweeping-schedule/
streetlight_inventory/streetlight_locations_datasd.csv,/streetlight_inventory/
traffic_counts/traffic_counts_datasd.csv,/traffic-volumes/
tsw/sd_paving_datasd.csv,/streets-repair-projects/
tsw/sd_paving_imcat_datasd_v1.csv,/streets-repair-projects/
tsw/sd_paving_imcat_datasd.csv,/streets-repair-projects/
ttcs/bus_start_last_3mo_datasd.csv,/business-listings/
ttcs/bus_start_last_6mo_datasd.csv,/business-listings/
ttcs/listing_businesses_dictionary_datasd.csv,/business-listings/
ttcs/sd_active_businesses_datasd.csv,/business-listings/
ttcs/sd_businesses_00to09_datasd.csv,/business-listings/
ttcs/sd_businesses_1990to1992_datasd.csv,/business-listings/
ttcs/sd_businesses_1993to1995_datasd.csv,/business-listings/
ttcs/sd_businesses_1996to1998_datasd.csv,/business-listings/
ttcs/sd_businesses_1999to2001_datasd.csv,/business-listings/
ttcs/sd_businesses_2002to2004_datasd.csv,/business-listings/
ttcs/sd_businesses_2005to2007_datasd.csv,/business-listings/
ttcs/sd_businesses_2008to2010_datasd.csv,/business-listings/
ttcs/sd_businesses_2011to2013_datasd.csv,/business-listings/
ttcs/sd_businesses_2014to2016_datasd.csv,/business-listings/
ttcs/sd_businesses_2017to2019_datasd.csv,/business-listings/
ttcs/sd_businesses_active_datasd.csv,/business-listings/
ttcs/sd_businesses_active_pre08_datasd.csv,/business-listings/
ttcs/sd_businesses_active_since08_datasd.csv,/business-listings/
ttcs/sd_businesses_active_since18_datasd.csv,/business-listings/
ttcs/sd_businesses_pre90_datasd.csv,/business-listings/
vehicle_stops_2014_datasd.csv,/police-vehicle-stops/
water_testing/indicator_bacteria_tests_datasd.csv,/monitoring-of-indicator-bacteria-in-drinking-water/
water_testing/latest_indicator_bac_tests_datasd.csv,/monitoring-of-indicator-bacteria-in-drinking-water/
water_testing/parameter_tests_datasd.csv,/monitoring-of-select-chemical-parameters-in-drinking-water/
water_testing/sample_sites_datasd.csv,/drinking-water-sample-sites/
